system_number,oxford_part_id,call_numbers,library_code,,,,titles_non_placeholder
990052170460205171,,T-S AS 152.310,CUL,,,,
990052170530205171,,T-S AS 152.317,CUL,,,,
990052170680205171,,T-S AS 152.332,CUL,,,,
990052170720205171,,T-S AS 152.336,CUL,,,,
990052170840205171,,T-S AS 152.348,CUL,,,,
990052170900205171,,T-S AS 152.354,CUL,,,,
990052170910205171,,T-S AS 152.355,CUL,,,,
990052170980205171,,T-S AS 152.362,CUL,,,,
990052171070205171,,T-S AS 152.371,CUL,,,,
990052171160205171,,T-S AS 152.380,CUL,,,,
990052171190205171,,T-S AS 152.383,CUL,,,,
990052171290205171,,T-S AS 152.393,CUL,,,,
990052171340205171,,T-S AS 152.398,CUL,,,,
990052171410205171,,T-S AS 152.405,CUL,,,,
990052172040205171,,T-S AS 153.48,CUL,,,,
990052172150205171,,T-S AS 153.59,CUL,,,,
990052172160205171,,T-S AS 153.60,CUL,,,,
990052172570205171,,T-S AS 153.101,CUL,,,,
990052172580205171,,T-S AS 153.102,CUL,,,,
990052172720205171,,T-S AS 153.116,CUL,,,,
990052172730205171,,T-S AS 153.117,CUL,,,,
990052172850205171,,T-S AS 153.129,CUL,,,,
990052172980205171,,T-S AS 153.142,CUL,,,,
990052173190205171,,T-S AS 153.163,CUL,,,,
990052173260205171,,T-S AS 153.170,CUL,,,,
990052173290205171,,T-S AS 153.173,CUL,,,,
990052173520205171,,T-S AS 153.196,CUL,,,,
990052173850205171,,T-S AS 153.229,CUL,,,,
990052173870205171,,T-S AS 153.231,CUL,,,,
990052174220205171,,T-S AS 153.266,CUL,,,,
990052174290205171,,T-S AS 153.273,CUL,,,,
990052174400205171,,T-S AS 153.284,CUL,,,,
990052174460205171,,T-S AS 153.290,CUL,,,,
990052174560205171,,T-S AS 153.300,CUL,,,,
990052174800205171,,T-S AS 153.324,CUL,,,,
990052174860205171,,T-S AS 153.330,CUL,,,,
990052174870205171,,T-S AS 153.331,CUL,,,,
990052174900205171,,T-S AS 153.334,CUL,,,,
990052174930205171,,T-S AS 153.337,CUL,,,,
990052175210205171,,T-S AS 153.365,CUL,,,,
990052175220205171,,T-S AS 153.366,CUL,,,,
990052175250205171,,T-S AS 153.369,CUL,,,,
990052175260205171,,T-S AS 153.370,CUL,,,,
990052175440205171,,T-S AS 153.388,CUL,,,,
990052175490205171,,T-S AS 153.393,CUL,,,,
990052175520205171,,T-S AS 153.396,CUL,,,,
990052175590205171,,T-S AS 153.403,CUL,,,,
990052175860205171,,T-S AS 153.430,CUL,,,,
990052176330205171,,T-S AS 153.477,CUL,,,,
990052176490205171,,T-S AS 153.493,CUL,,,,
990052176500205171,,T-S AS 153.494,CUL,,,,
990052176540205171,,T-S AS 154.1,CUL,,,,
990052176580205171,,T-S AS 154.5,CUL,,,,
990052176850205171,,T-S AS 154.32,CUL,,,,
990052176980205171,,T-S AS 154.45,CUL,,,,
990052177070205171,,T-S AS 154.54,CUL,,,,
990052177550205171,,T-S AS 154.102,CUL,,,,תלמוד בבלי [טקסט]
990052177960205171,,T-S AS 154.143,CUL,,,,
990052178460205171,,T-S AS 154.193,CUL,,,,
990052178570205171,,T-S AS 154.204,CUL,,,,
990052178760205171,,T-S AS 154.223,CUL,,,,
990052179560205171,,T-S AS 154.303,CUL,,,,
990052179950205171,,T-S AS 154.342,CUL,,,,
990052179970205171,,T-S AS 154.344,CUL,,,,
990052180050205171,,T-S AS 154.352,CUL,,,,
990052180090205171,,T-S AS 154.356,CUL,,,,
990052180540205171,,T-S AS 154.401,CUL,,,,
990052180730205171,,T-S AS 154.420,CUL,,,,
990052180820205171,,T-S AS 154.429,CUL,,,,
990052180950205171,,T-S AS 154.442,CUL,,,,
990052181010205171,,T-S AS 154.448,CUL,,,,
990052181070205171,,T-S AS 154.454,CUL,,,,משנה [טקסט]
990052181160205171,,T-S AS 154.463,CUL,,,,
990052181400205171,,T-S AS 154.487,CUL,,,,
990052181570205171,,T-S AS 154.504,CUL,,,,
990052181880205171,,T-S AS 155.11,CUL,,,,
990052182250205171,,T-S AS 155.48,CUL,,,,
990052182440205171,,T-S AS 155.67,CUL,,,,
990052182920205171,,T-S AS 155.115,CUL,,,,
990052183370205171,,T-S AS 155.160,CUL,,,,
990052183390205171,,T-S AS 155.162,CUL,,,,
990052183560205171,,T-S AS 155.179,CUL,,,,
990052183610205171,,T-S AS 155.184,CUL,,,,
990052183750205171,,T-S AS 155.198,CUL,,,,
990052184130205171,,T-S AS 155.237,CUL,,,,
990052184390205171,,T-S AS 155.263,CUL,,,,
990052184500205171,,T-S AS 155.274,CUL,,,,
990052184610205171,,T-S AS 155.285,CUL,,,,
990052184660205171,,T-S AS 155.290,CUL,,,,
990052184710205171,,T-S AS 155.295,CUL,,,,
990052184740205171,,T-S AS 155.298,CUL,,,,
990052184970205171,,T-S AS 155.321,CUL,,,,
990052185180205171,,T-S AS 155.342,CUL,,,,
990052185850205171,,T-S AS 155.409,CUL,,,,
990052185880205171,,T-S AS 155.412,CUL,,,,
990052185900205171,,T-S AS 155.414,CUL,,,,
990052186120205171,,T-S AS 155.436,CUL,,,,
990052186140205171,,T-S AS 155.438,CUL,,,,
990052186280205171,,T-S AS 155.book cover,CUL,,,,
990052186480205171,,T-S AS 156.20,CUL,,,,
990052186860205171,,T-S AS 156.58,CUL,,,,
990052186880205171,,T-S AS 156.60,CUL,,,,
990052187030205171,,T-S AS 156.75,CUL,,,,
990052187340205171,,T-S AS 156.106,CUL,,,,
990052187360205171,,T-S AS 156.108,CUL,,,,
990052187400205171,,T-S AS 156.112,CUL,,,,
990052187450205171,,T-S AS 156.117,CUL,,,,
990052187960205171,,T-S AS 156.168,CUL,,,,
990052188330205171,,T-S AS 156.205,CUL,,,,
990052188490205171,,T-S AS 156.221,CUL,,,,
990052188500205171,,T-S AS 156.222,CUL,,,,
990052188940205171,,T-S AS 156.266,CUL,,,,
990052189190205171,,T-S AS 156.291,CUL,,,,
990052189320205171,,T-S AS 156.304,CUL,,,,
990052189360205171,,T-S AS 156.308,CUL,,,,
990052189370205171,,T-S AS 156.309,CUL,,,,
990052189890205171,,T-S AS 156.361,CUL,,,,
990052190470205171,,T-S AS 156.419,CUL,,,,
990052190550205171,,T-S AS 156.427,CUL,,,,
990052190610205171,,T-S AS 156.433,CUL,,,,
990052190860205171,,T-S AS 157.15,CUL,,,,
990052191260205171,,T-S AS 157.55,CUL,,,,
990052191280205171,,T-S AS 157.57,CUL,,,,
990052191880205171,,T-S AS 157.117,CUL,,,,
990052192120205171,,T-S AS 157.141,CUL,,,,
990052192450205171,,T-S AS 157.174,CUL,,,,
990052192490205171,,T-S AS 157.178,CUL,,,,
990052192510205171,,T-S AS 157.180,CUL,,,,
990052192790205171,,T-S AS 157.208,CUL,,,,
990052193230205171,,T-S AS 157.252,CUL,,,,תלמוד בבלי [טקסט]
990052193430205171,,T-S AS 157.272,CUL,,,,
990052194420205171,,T-S AS 157.371,CUL,,,,
990052194600205171,,T-S AS 157.389,CUL,,,,
990052194660205171,,T-S AS 157.395,CUL,,,,
990052194960205171,,T-S AS 157.425,CUL,,,,
990052194970205171,,T-S AS 157.426,CUL,,,,
990052194980205171,,T-S AS 157.427,CUL,,,,
990052194990205171,,T-S AS 157.428,CUL,,,,
990052195070205171,,T-S AS 157.436,CUL,,,,
990052195450205171,,T-S AS 157.474,CUL,,,,
990052195470205171,,T-S AS 157.476,CUL,,,,
990052195600205171,,T-S AS 157.489,CUL,,,,
990052195610205171,,T-S AS 157.490,CUL,,,,
990052195630205171,,T-S AS 157.492,CUL,,,,
990052195780205171,,T-S AS 157.507,CUL,,,,
990052196020205171,,T-S AS 157.531,CUL,,,,
990052196060205171,,T-S AS 157.535,CUL,,,,
990052196250205171,,T-S AS 157.554,CUL,,,,
990052196290205171,,T-S AS 157.558,CUL,,,,
990052196310205171,,T-S AS 157.560,CUL,,,,
990052196880205171,,T-S AS 158.52,CUL,,,,
990052197040205171,,T-S AS 158.68,CUL,,,,
990052197500205171,,T-S AS 158.114,CUL,,,,
990052197590205171,,T-S AS 158.123,CUL,,,,
990052197810205171,,T-S AS 158.145,CUL,,,,
990052198190205171,,T-S AS 158.183,CUL,,,,
990052198540205171,,T-S AS 158.218,CUL,,,,
990052198570205171,,T-S AS 158.221,CUL,,,,
990052198900205171,,T-S AS 158.254,CUL,,,,
990052199150205171,,T-S AS 158.279,CUL,,,,
990052199260205171,,T-S AS 158.290,CUL,,,,
990052199330205171,,T-S AS 158.297,CUL,,,,
990052199350205171,,T-S AS 158.299,CUL,,,,
990052199590205171,,T-S AS 158.323,CUL,,,,
990052200450205171,,T-S AS 158.409,CUL,,,,
990052200480205171,,T-S AS 158.412,CUL,,,,
990052200750205171,,T-S AS 158.439,CUL,,,,
990052201610205171,,T-S AS 159.75,CUL,,,,
990052201620205171,,T-S AS 159.76,CUL,,,,
990052201630205171,,T-S AS 159.77,CUL,,,,
990052201750205171,,T-S AS 159.89,CUL,,,,משנה [טקסט]
990052201970205171,,T-S AS 159.111,CUL,,,,
990052202010205171,,T-S AS 159.115,CUL,,,,
990052202230205171,,T-S AS 159.137,CUL,,,,
990052202340205171,,T-S AS 159.148,CUL,,,,
990052202440205171,,T-S AS 159.158,CUL,,,,
990052203070205171,,T-S AS 159.221,CUL,,,,
990052203190205171,,T-S AS 159.233,CUL,,,,
990052203330205171,,T-S AS 159.247,CUL,,,,
990052203430205171,,T-S AS 159.257,CUL,,,,
990052203530205171,,T-S AS 159.267,CUL,,,,
990052203660205171,,T-S AS 159.280,CUL,,,,
990052203810205171,,T-S AS 159.295,CUL,,,,
990052204040205171,,T-S AS 160.14,CUL,,,,
990052204050205171,,T-S AS 160.15,CUL,,,,
990052204370205171,,T-S AS 160.47,CUL,,,,
990052204740205171,,T-S AS 160.84,CUL,,,,
990052205100205171,,T-S AS 160.120,CUL,,,,
990052205910205171,,T-S AS 160.201,CUL,,,,
990052205970205171,,T-S AS 160.207,CUL,,,,
990052206130205171,,T-S AS 160.223,CUL,,,,
990052206220205171,,T-S AS 160.232,CUL,,,,
990052206420205171,,T-S AS 160.252,CUL,,,,"פירוש המשנה לרמב""ם [ערבית]"
990052206630205171,,T-S AS 160.273,CUL,,,,
990052206750205171,,T-S AS 160.285,CUL,,,,
990052207710205171,,T-S AS 160.381,CUL,,,,
990052207850205171,,T-S AS 160.395,CUL,,,,
990052208710205171,,T-S AS 161.53,CUL,,,,
990052208770205171,,T-S AS 161.59,CUL,,,,
990052208900205171,,T-S AS 161.72,CUL,,,,
990052209250205171,,T-S AS 161.107,CUL,,,,
990052209290205171,,T-S AS 161.111,CUL,,,,
990052209740205171,,T-S AS 161.156,CUL,,,,
990052210060205171,,T-S AS 161.188,CUL,,,,
990052210090205171,,T-S AS 161.191,CUL,,,,
990052210100205171,,T-S AS 161.192,CUL,,,,
990052210460205171,,T-S AS 161.228,CUL,,,,
990052210510205171,,T-S AS 161.233,CUL,,,,
990052210530205171,,T-S AS 161.235,CUL,,,,
990052210590205171,,T-S AS 161.241,CUL,,,,
990052210620205171,,T-S AS 161.244,CUL,,,,
990052210810205171,,T-S AS 161.263,CUL,,,,
990052210830205171,,T-S AS 161.265,CUL,,,,
990052210840205171,,T-S AS 161.266,CUL,,,,תלמוד בבלי [טקסט]
990052210990205171,,T-S AS 162.15,CUL,,,,
990052211050205171,,T-S AS 162.21,CUL,,,,
990052211120205171,,T-S AS 162.28,CUL,,,,
990052211160205171,,T-S AS 162.32,CUL,,,,
990052211280205171,,T-S AS 162.44,CUL,,,,
990052211560205171,,T-S AS 162.72,CUL,,,,
990052211760205171,,T-S AS 162.92,CUL,,,,
990052212490205171,,T-S AS 162.165,CUL,,,,
990052212800205171,,T-S AS 162.196,CUL,,,,
990052213080205171,,T-S AS 163.17,CUL,,,,
990052213130205171,,T-S AS 163.22,CUL,,,,
990052213300205171,,T-S AS 163.39,CUL,,,,
990052213440205171,,T-S AS 163.53,CUL,,,,
990052214350205171,,T-S AS 163.144,CUL,,,,
990052214500205171,,T-S AS 163.159,CUL,,,,
990052215510205171,,T-S AS 163.260,CUL,,,,
990052215560205171,,T-S AS 163.265,CUL,,,,
990052215600205171,,T-S AS 163.269,CUL,,,,
990052215620205171,,T-S AS 163.271,CUL,,,,
990052215630205171,,T-S AS 163.272,CUL,,,,
990052215810205171,,T-S AS 164.8,CUL,,,,
990052215820205171,,T-S AS 164.9,CUL,,,,
990052216270205171,,T-S AS 164.54,CUL,,,,
990052216480205171,,T-S AS 164.75,CUL,,,,
990052216570205171,,T-S AS 164.84,CUL,,,,
990052216900205171,,T-S AS 164.117,CUL,,,,
990052217220205171,,T-S AS 164.149,CUL,,,,
990052217590205171,,T-S AS 164.186,CUL,,,,
990052217770205171,,T-S AS 164.204,CUL,,,,
990052217930205171,,T-S AS 164.220,CUL,,,,
990052218000205171,,T-S AS 164.227,CUL,,,,
990052218080205171,,T-S AS 164.235,CUL,,,,
990052218090205171,,T-S AS 164.236,CUL,,,,
990052218240205171,,T-S AS 164.251,CUL,,,,
990052218820205171,,T-S AS 164.309,CUL,,,,תלמוד בבלי [טקסט]
990052219450205171,,T-S AS 165.63,CUL,,,,
990052219950205171,,T-S AS 165.113,CUL,,,,
990052220020205171,,T-S AS 165.120,CUL,,,,
990052220180205171,,T-S AS 165.136,CUL,,,,
990052220680205171,,T-S AS 165.186,CUL,,,,
990052221010205171,,T-S AS 165.219,CUL,,,,
990052221220205171,,T-S AS 165.240,CUL,,,,
990052221260205171,,T-S AS 165.244,CUL,,,,
990052221280205171,,T-S AS 165.246,CUL,,,,
990052221440205171,,T-S AS 166.8,CUL,,,,
990052221840205171,,T-S AS 166.48,CUL,,,,
990052221920205171,,T-S AS 166.56,CUL,,,,
990052221930205171,,T-S AS 166.57,CUL,,,,
990052222140205171,,T-S AS 166.78,CUL,,,,
990052222350205171,,T-S AS 166.99,CUL,,,,
990052222570205171,,T-S AS 166.121,CUL,,,,
990052222580205171,,T-S AS 166.122,CUL,,,,
990052222790205171,,T-S AS 166.143,CUL,,,,
990052223320205171,,T-S AS 166.196,CUL,,,,
990052223380205171,,T-S AS 166.202,CUL,,,,
990052223450205171,,T-S AS 166.209,CUL,,,,
990052223570205171,,T-S AS 166.221,CUL,,,,
990052223870205171,,T-S AS 166.251,CUL,,,,
990052223880205171,,T-S AS 166.252,CUL,,,,
990052223930205171,,T-S AS 166.257,CUL,,,,
990052223980205171,,T-S AS 166.262,CUL,,,,
990052224220205171,,T-S AS 166.286,CUL,,,,
990052225010205171,,T-S AS 167.77,CUL,,,,
990052225280205171,,T-S AS 167.104,CUL,,,,
990052225690205171,,T-S AS 167.145,CUL,,,,
990052225820205171,,T-S AS 167.158,CUL,,,,
990052226040205171,,T-S AS 167.180,CUL,,,,
990052226090205171,,T-S AS 167.185,CUL,,,,
990052226120205171,,T-S AS 167.188,CUL,,,,
990052226400205171,,T-S AS 167.216,CUL,,,,
990052226460205171,,T-S AS 167.222,CUL,,,,
990052226550205171,,T-S AS 167.231,CUL,,,,
990052227000205171,,T-S AS 167.276,CUL,,,,
990052227090205171,,T-S AS 167.285,CUL,,,,
990052227170205171,,T-S AS 167.293,CUL,,,,
990052227420205171,,T-S AS 167.318,CUL,,,,
990052227450205171,,T-S AS 167.321,CUL,,,,
990052227470205171,,T-S AS 167.323,CUL,,,,
990052227510205171,,T-S AS 168.1,CUL,,,,
990052227660205171,,T-S AS 168.16,CUL,,,,
990052227690205171,,T-S AS 168.19,CUL,,,,
990052227810205171,,T-S AS 168.31,CUL,,,,
990052227840205171,,T-S AS 168.34,CUL,,,,
990052227900205171,,T-S AS 168.40,CUL,,,,
990052227940205171,,T-S AS 168.44,CUL,,,,
990052228030205171,,T-S AS 168.53,CUL,,,,
990052228110205171,,T-S AS 168.61,CUL,,,,
990052228180205171,,T-S AS 168.68,CUL,,,,משנה [טקסט]
990052228270205171,,T-S AS 168.77,CUL,,,,
990052228290205171,,T-S AS 168.79,CUL,,,,
990052228910205171,,T-S AS 168.141,CUL,,,,
990052228980205171,,T-S AS 168.148,CUL,,,,
990052229070205171,,T-S AS 168.157,CUL,,,,
990052229080205171,,T-S AS 168.158,CUL,,,,
990052229170205171,,T-S AS 168.167,CUL,,,,
990052229200205171,,T-S AS 168.170,CUL,,,,
990052229230205171,,T-S AS 168.173,CUL,,,,
990052229320205171,,T-S AS 168.182,CUL,,,,
990052229350205171,,T-S AS 168.185,CUL,,,,
990052229770205171,,T-S AS 168.227,CUL,,,,
990052229780205171,,T-S AS 168.228,CUL,,,,
990052229860205171,,T-S AS 168.236,CUL,,,,
990052229910205171,,T-S AS 168.241,CUL,,,,
990052229920205171,,T-S AS 168.242,CUL,,,,
990052230060205171,,T-S AS 168.256,CUL,,,,
990052230070205171,,T-S AS 168.257,CUL,,,,
990052230100205171,,T-S AS 168.260,CUL,,,,
990052230160205171,,T-S AS 168.266,CUL,,,,
990052230180205171,,T-S AS 168.268,CUL,,,,
990052230420205171,,T-S AS 168.292,CUL,,,,
990052230610205171,,T-S AS 168.311,CUL,,,,
990052230640205171,,T-S AS 168.314,CUL,,,,
990052230720205171,,T-S AS 168.322,CUL,,,,
990052230770205171,,T-S AS 168.327,CUL,,,,
990052231460205171,,T-S AS 169.67,CUL,,,,
990052231520205171,,T-S AS 169.73,CUL,,,,
990052231540205171,,T-S AS 169.75,CUL,,,,
990052231550205171,,T-S AS 169.76,CUL,,,,
990052232000205171,,T-S AS 169.121,CUL,,,,
990052232190205171,,T-S AS 169.140,CUL,,,,
990052232280205171,,T-S AS 169.149,CUL,,,,
990052232770205171,,T-S AS 169.198,CUL,,,,
990052232880205171,,T-S AS 169.209,CUL,,,,
990052233160205171,,T-S AS 169.237,CUL,,,,
990052233200205171,,T-S AS 169.241,CUL,,,,
990052233440205171,,T-S AS 169.265,CUL,,,,
990052233450205171,,T-S AS 169.266,CUL,,,,
990052233580205171,,T-S AS 169.279,CUL,,,,
990052233630205171,,T-S AS 169.284,CUL,,,,
990052233640205171,,T-S AS 169.285,CUL,,,,
990052233880205171,,T-S AS 169.309,CUL,,,,
990052233890205171,,T-S AS 169.310,CUL,,,,
990052234260205171,,T-S AS 170.12,CUL,,,,
990052234470205171,,T-S AS 170.33,CUL,,,,
990052234510205171,,T-S AS 170.37,CUL,,,,
990052234580205171,,T-S AS 170.44,CUL,,,,
990052234610205171,,T-S AS 170.47,CUL,,,,
990052234640205171,,T-S AS 170.50,CUL,,,,
990052234710205171,,T-S AS 170.57,CUL,,,,
990052234910205171,,T-S AS 170.77,CUL,,,,
990052235200205171,,T-S AS 170.106,CUL,,,,
990052235680205171,,T-S AS 170.154,CUL,,,,
990052235690205171,,T-S AS 170.155,CUL,,,,
990052235860205171,,T-S AS 170.172,CUL,,,,
990052235980205171,,T-S AS 170.184,CUL,,,,
990052236050205171,,T-S AS 170.191,CUL,,,,
990052236120205171,,T-S AS 170.198,CUL,,,,
990052236130205171,,T-S AS 170.199,CUL,,,,
990052236270205171,,T-S AS 170.213,CUL,,,,
990052236420205171,,T-S AS 170.228,CUL,,,,
990052236590205171,,T-S AS 170.245,CUL,,,,
990052236650205171,,T-S AS 170.251,CUL,,,,
990052236670205171,,T-S AS 170.253,CUL,,,,
990052236820205171,,T-S AS 170.268,CUL,,,,
990052237050205171,,T-S AS 170.291,CUL,,,,
990052237090205171,,T-S AS 170.295,CUL,,,,
990052237120205171,,T-S AS 170.298,CUL,,,,
990052237340205171,,T-S AS 171.19,CUL,,,,
990052237350205171,,T-S AS 171.20,CUL,,,,
990052237380205171,,T-S AS 171.23,CUL,,,,
990052237490205171,,T-S AS 171.34,CUL,,,,
990052237500205171,,T-S AS 171.35,CUL,,,,
990052237580205171,,T-S AS 171.43,CUL,,,,
990052237700205171,,T-S AS 171.55,CUL,,,,
990052237850205171,,T-S AS 171.70,CUL,,,,
990052237870205171,,T-S AS 171.72,CUL,,,,
990052237930205171,,T-S AS 171.78,CUL,,,,
990052238010205171,,T-S AS 171.86,CUL,,,,
990052238080205171,,T-S AS 171.93,CUL,,,,
990052238200205171,,T-S AS 171.105,CUL,,,,
990052238260205171,,T-S AS 171.111,CUL,,,,
990052238420205171,,T-S AS 171.127,CUL,,,,
990052238480205171,,T-S AS 171.133,CUL,,,,
990052238740205171,,T-S AS 171.159,CUL,,,,
990052238820205171,,T-S AS 171.167,CUL,,,,
990052238860205171,,T-S AS 171.171,CUL,,,,
990052238940205171,,T-S AS 171.179,CUL,,,,
990052238980205171,,T-S AS 171.183,CUL,,,,
990052239040205171,,T-S AS 171.189,CUL,,,,
990052239140205171,,T-S AS 171.199,CUL,,,,
990052239150205171,,T-S AS 171.200,CUL,,,,
990052239160205171,,T-S AS 171.201,CUL,,,,
990052239200205171,,T-S AS 171.205,CUL,,,,
990052239230205171,,T-S AS 171.208,CUL,,,,
990052239340205171,,T-S AS 171.219,CUL,,,,
990052239350205171,,T-S AS 171.220,CUL,,,,
990052239490205171,,T-S AS 171.234,CUL,,,,
990052239540205171,,T-S AS 171.239,CUL,,,,
990052239550205171,,T-S AS 171.240,CUL,,,,
990052239620205171,,T-S AS 171.247,CUL,,,,
990052239670205171,,T-S AS 171.252,CUL,,,,
990052239880205171,,T-S AS 171.273,CUL,,,,
990052239940205171,,T-S AS 171.279,CUL,,,,
990052239950205171,,T-S AS 171.280,CUL,,,,
990052239960205171,,T-S AS 171.281,CUL,,,,
990052239980205171,,T-S AS 172.1,CUL,,,,
990052239990205171,,T-S AS 172.2,CUL,,,,
990052240000205171,,T-S AS 172.3,CUL,,,,
990052240010205171,,T-S AS 172.4,CUL,,,,
990052240080205171,,T-S AS 172.11,CUL,,,,
990052240220205171,,T-S AS 172.25,CUL,,,,
990052240480205171,,T-S AS 172.51,CUL,,,,
990052240520205171,,T-S AS 172.55,CUL,,,,
990052240560205171,,T-S AS 172.59,CUL,,,,
990052240740205171,,T-S AS 172.77,CUL,,,,
990052240770205171,,T-S AS 172.80,CUL,,,,
990052240860205171,,T-S AS 172.89,CUL,,,,
990052240980205171,,T-S AS 172.101,CUL,,,,
990052241060205171,,T-S AS 172.109,CUL,,,,
990052241210205171,,T-S AS 172.124,CUL,,,,
990052241470205171,,T-S AS 172.150,CUL,,,,
990052241510205171,,T-S AS 172.154,CUL,,,,
990052241610205171,,T-S AS 172.164,CUL,,,,
990052242030205171,,T-S AS 172.206,CUL,,,,
990052242110205171,,T-S AS 172.214,CUL,,,,
990052242190205171,,T-S AS 172.222,CUL,,,,
990052242220205171,,T-S AS 172.225,CUL,,,,
990052242310205171,,T-S AS 172.234,CUL,,,,
990052242330205171,,T-S AS 172.236,CUL,,,,
990052242410205171,,T-S AS 172.244,CUL,,,,
990052242590205171,,T-S AS 172.262,CUL,,,,
990052242750205171,,T-S AS 172.278,CUL,,,,
990052242780205171,,T-S AS 172.281,CUL,,,,
990052242830205171,,T-S AS 172.286,CUL,,,,
990052243010205171,,T-S AS 172.304,CUL,,,,
990052243040205171,,T-S AS 172.307,CUL,,,,
990052243080205171,,T-S AS 172.311,CUL,,,,
990052243120205171,,T-S AS 172.315,CUL,,,,
990052243200205171,,T-S AS 172.323,CUL,,,,
990052243240205171,,T-S AS 172.327,CUL,,,,
990052243560205171,,T-S AS 172.359,CUL,,,,
990052243650205171,,T-S AS 172.368,CUL,,,,
990052243680205171,,T-S AS 172.371,CUL,,,,
990052243710205171,,T-S AS 172.374,CUL,,,,
990052243760205171,,T-S AS 173.1,CUL,,,,
990052243860205171,,T-S AS 173.11,CUL,,,,
990052244100205171,,T-S AS 173.35,CUL,,,,
990052244160205171,,T-S AS 173.41,CUL,,,,
990052244210205171,,T-S AS 173.46,CUL,,,,
990052244440205171,,T-S AS 173.69,CUL,,,,
990052244450205171,,T-S AS 173.70,CUL,,,,
990052244470205171,,T-S AS 173.72,CUL,,,,פירוש על התורה
990052244520205171,,T-S AS 173.77,CUL,,,,
990052244590205171,,T-S AS 173.84,CUL,,,,
990052244660205171,,T-S AS 173.91,CUL,,,,
990052244800205171,,T-S AS 173.105,CUL,,,,
990052245010205171,,T-S AS 173.126,CUL,,,,
990052245120205171,,T-S AS 173.137,CUL,,,,
990052245130205171,,T-S AS 173.138,CUL,,,,
990052245150205171,,T-S AS 173.140,CUL,,,,
990052245250205171,,T-S AS 173.150,CUL,,,,
990052245290205171,,T-S AS 173.154,CUL,,,,
990052245390205171,,T-S AS 173.164,CUL,,,,
990052245460205171,,T-S AS 173.171,CUL,,,,
990052245700205171,,T-S AS 173.195,CUL,,,,
990052245800205171,,T-S AS 173.205,CUL,,,,
990052245950205171,,T-S AS 173.220,CUL,,,,
990052246250205171,,T-S AS 173.250,CUL,,,,
990052246460205171,,T-S AS 173.271,CUL,,,,
990052246580205171,,T-S AS 173.283,CUL,,,,
990052246820205171,,T-S AS 173.307,CUL,,,,
990052246830205171,,T-S AS 173.308,CUL,,,,
990052246860205171,,T-S AS 173.311,CUL,,,,
990052246870205171,,T-S AS 173.312,CUL,,,,
990052246880205171,,T-S AS 173.313,CUL,,,,
990052246930205171,,T-S AS 173.318,CUL,,,,
990052247080205171,,T-S AS 173.333,CUL,,,,
990052247180205171,,T-S AS 173.343,CUL,,,,
990052247190205171,,T-S AS 173.344,CUL,,,,
990052247280205171,,T-S AS 173.353,CUL,,,,
990052247370205171,,T-S AS 173.362,CUL,,,,
990052247400205171,,T-S AS 173.365,CUL,,,,
990052247420205171,,T-S AS 173.367,CUL,,,,
990052247430205171,,T-S AS 173.368,CUL,,,,
990052247560205171,,T-S AS 173.381,CUL,,,,
990052247570205171,,T-S AS 173.382,CUL,,,,
990052247620205171,,T-S AS 173.387,CUL,,,,
990052247630205171,,T-S AS 173.388,CUL,,,,
990052247650205171,,T-S AS 173.390,CUL,,,,
990052247660205171,,T-S AS 173.391,CUL,,,,
990052247670205171,,T-S AS 173.392,CUL,,,,
990052247850205171,,T-S AS 173.410,CUL,,,,
990052247870205171,,T-S AS 173.412,CUL,,,,
990052248140205171,,T-S AS 173.439,CUL,,,,
990052248190205171,,T-S AS 173.444,CUL,,,,
990052248210205171,,T-S AS 173.446,CUL,,,,
990052248220205171,,T-S AS 173.447,CUL,,,,
990052248350205171,,T-S AS 174.12,CUL,,,,
990052248460205171,,T-S AS 174.23,CUL,,,,
990052248640205171,,T-S AS 174.41,CUL,,,,
990052248660205171,,T-S AS 174.43,CUL,,,,
990052248710205171,,T-S AS 174.48,CUL,,,,
990052248790205171,,T-S AS 174.56,CUL,,,,
990052248940205171,,T-S AS 174.71,CUL,,,,
